start_frame,end_frame,num_frames,hole_number,previous_hole,distance
7,14,7,2,-1,0.0
21,26,5,3,2,65.3863734033784
34,36,2,5,3,134.71559203030898
60,65,5,1,5,250.86351073347384
72,78,6,2,1,64.17269922813992
86,89,3,2,2,0.0
91,95,4,2,2,0.0
98,101,3,2,2,0.0
104,108,4,1,2,64.17269922813992
110,112,2,1,1,0.0
118,125,7,20,1,63.84148451613429
132,133,1,19,20,64.44352704646843
136,137,1,19,19,0.0
140,143,3,18,19,66.13578126533709
179,182,3,14,18,267.623768096655
188,194,6,13,14,73.6100323082945
198,207,9,12,13,70.73447739668325
211,222,11,11,12,70.4276374799143
283,287,4,9,11,137.4242144584261
293,302,9,10,9,69.79870970370492
307,311,4,11,10,69.73372626255282
342,352,10,2,11,447.17543768172914
357,360,3,3,2,65.3863734033784
362,363,1,4,3,67.23800631667355
367,369,2,5,4,68.93585219109934
374,384,10,6,5,70.1682852815444
390,399,9,7,6,70.71649757501079
403,405,2,8,7,70.73626335913804
408,414,6,9,8,70.14391477079938
468,470,2,9,9,0.0
478,483,5,9,9,0.0
550,552,2,8,9,70.14391477079938
568,571,3,6,8,139.84607076005054
577,581,4,6,6,0.0
591,594,3,3,6,200.61997015069824
597,605,8,2,3,65.3863734033784
606,607,1,2,2,0.0
610,614,4,1,2,64.17269922813992
616,618,2,20,1,63.84148451613429
621,624,3,20,20,0.0
627,632,5,19,20,64.44352704646843
639,652,13,19,19,0.0
