start_frame,end_frame,num_frames,hole_number,previous_hole,distance
37,45,8,12,-1,0.0
50,56,6,12,12,0.0
63,73,10,13,12,70.52565241423473
77,90,13,14,13,73.8191220881171
107,112,5,13,14,73.8191220881171
114,118,4,12,13,70.52565241423473
122,123,1,12,12,0.0
127,133,6,11,12,70.50019553301041
136,143,7,10,11,69.73417538193594
147,158,11,9,10,69.69337993247575
163,184,21,8,9,70.12907403108917
189,192,3,8,8,0.0
196,237,41,7,8,70.66997850651777
242,256,14,6,7,70.7607756029209
260,262,2,5,6,70.14258320689825
268,270,2,4,5,68.91859705892831
275,276,1,2,4,131.05825731288664
279,284,5,1,2,64.14378690915424
287,298,11,1,1,0.0
323,327,4,1,1,0.0
333,335,2,20,1,63.84705078524366
337,344,7,20,20,0.0
348,350,2,19,20,64.42801757792114
363,366,3,19,19,0.0
376,392,16,18,19,66.1500842828606
395,396,1,17,18,68.30040849332279
399,400,1,16,17,70.35731981710751
402,404,2,15,16,72.02169783182354
406,408,2,14,15,72.51202093155544
411,413,2,13,14,73.8191220881171
417,420,3,12,13,70.52565241423473
