start_frame,end_frame,num_frames,hole_number,previous_hole,distance
14,19,5,12,-1,0.0
22,25,3,13,12,70.56327852011658
36,38,2,16,13,211.89705013963692
50,88,38,20,16,253.3826283821576
90,92,2,1,20,63.87107703837162
94,97,3,2,1,64.20576855930534
99,100,1,3,2,65.40288685480763
102,104,2,4,3,67.18075815237749
107,121,14,5,4,68.865047978421
127,139,12,7,5,139.38481507118462
146,149,3,7,7,0.0
151,152,1,8,7,70.7609662416277
154,155,1,9,8,70.11755001108062
157,158,1,10,9,69.74243284056068
160,166,6,11,10,69.72530274966854
169,177,8,12,11,70.4674192772974
184,185,1,12,12,0.0
189,193,4,12,12,0.0
198,201,3,12,12,0.0
