start_frame,end_frame,num_frames,hole_number,previous_hole,distance
9,11,2,8,-1,0.0
12,14,2,9,8,70.12748886543247
15,16,1,10,9,69.71891952823425
21,24,3,12,10,137.99286254656715
26,32,6,11,12,70.38815763307046
36,39,3,10,11,69.76053214953049
41,43,2,9,10,69.71891952823425
46,48,2,9,9,0.0
50,59,9,8,9,70.12748886543247
66,70,4,7,8,70.57070891995131
88,98,10,6,7,70.85980819353043
101,115,14,5,6,70.16612790270797
116,119,3,5,5,0.0
123,134,11,4,5,68.93945443967823
138,140,2,3,4,67.20764550367207
141,142,1,3,3,0.0
145,146,1,2,3,65.44995836214025
149,151,2,2,2,0.0
154,160,6,1,2,64.17017881135297
165,167,2,20,1,63.83471658460383
173,180,7,19,20,64.42412453003632
184,185,1,18,19,66.19090272628243
187,189,2,18,18,0.0
196,205,9,17,18,68.23624366878848
210,216,6,16,17,70.30929324280321
218,221,3,16,16,0.0
228,260,32,16,16,0.0
267,270,3,17,16,70.30929324280321
272,275,3,17,17,0.0
280,309,29,18,17,68.23624366878848
315,326,11,17,18,68.23624366878848
329,335,6,16,17,70.30929324280321
337,338,1,15,16,72.06887536992616
341,344,3,14,15,72.53043717494279
348,349,1,13,14,73.934038679425
350,355,5,13,13,0.0
358,363,5,12,13,70.57252332904234
367,374,7,11,12,70.38815763307046
376,379,3,11,11,0.0
388,390,2,10,11,69.76053214953049
395,400,5,9,10,69.71891952823425
403,409,6,8,9,70.12748886543247
433,543,110,7,8,70.57070891995131
