start_frame,end_frame,num_frames,hole_number,previous_hole,distance
30,32,2,7,-1,0.0
43,50,7,6,7,70.70847934336894
55,65,10,5,6,70.15664789598675
68,86,18,4,5,68.8849560035052
95,97,2,2,4,131.18991418260384
101,104,3,1,2,64.20042029117448
107,124,17,20,1,63.77929999400165
126,142,16,19,20,64.44172135822689
146,147,1,18,19,66.21922807582972
149,150,1,17,18,68.28865929012532
153,154,1,16,17,70.3279779832486
156,157,1,15,16,72.00474550868476
159,161,2,14,15,72.54735349142248
165,170,5,13,14,73.88579089358966
172,174,2,12,13,70.58449504474342
177,178,1,11,12,70.40517958124128
180,181,1,10,11,69.7286669879503
184,186,2,9,10,69.73182284528461
190,248,58,8,9,70.34424159006092
