start_frame,end_frame,num_frames,hole_number,previous_hole,distance
22,24,2,1,-1,0.0
27,29,2,20,1,63.78652279715912
30,38,8,20,20,0.0
39,44,5,20,20,0.0
48,52,4,20,20,0.0
60,63,3,2,20,126.359357156388
72,86,14,2,2,0.0
113,114,1,3,2,65.3794592422728
118,134,16,4,3,67.21992992192091
139,157,18,5,4,68.92321552891732
161,170,9,6,5,70.2061159877869
174,178,4,7,6,70.71864980330339
179,195,16,7,7,0.0
207,214,7,7,7,0.0
218,224,6,8,7,70.78528996537172
231,236,5,9,8,70.1892219843584
254,260,6,10,9,69.7738467758332
267,272,5,11,10,69.70937866089304
273,281,8,11,11,0.0
289,294,5,12,11,70.4541424876676
302,303,1,13,12,70.76601193795089
314,386,72,14,13,73.47058500703474
387,388,1,14,14,0.0
389,392,3,14,14,0.0
401,405,4,15,14,72.54619668637528
410,418,8,16,15,71.91775886245405
422,423,1,17,16,70.32475542975128
424,429,5,17,17,0.0
432,433,1,18,17,68.26212357083128
437,447,10,19,18,66.0793634299427
450,451,1,20,19,64.47754287931153
457,458,1,1,20,63.78652279715912
461,470,9,2,1,64.2319980527787
474,476,2,3,2,65.3794592422728
479,481,2,4,3,67.21992992192091
505,511,6,7,4,204.0294000757789
515,519,4,8,7,70.78528996537172
525,526,1,9,8,70.1892219843584
532,537,5,10,9,69.7738467758332
541,549,8,11,10,69.70937866089304
555,563,8,12,11,70.4541424876676
602,604,2,18,12,372.02659438832
606,608,2,18,18,0.0
627,632,5,18,18,0.0
