start_frame,end_frame,num_frames,hole_number,previous_hole,distance
21,34,13,13,-1,0.0
35,38,3,12,13,70.70304250857902
40,48,8,11,12,70.42292430863824
50,53,3,11,11,0.0
55,71,16,10,11,69.7157010267693
75,92,17,9,10,69.71318183239653
95,111,16,8,9,70.13641792822327
115,123,8,7,8,70.76168501530948
127,140,13,6,7,70.73697365221022
143,160,17,5,6,70.17274119920214
162,172,10,4,5,68.92875207456439
174,175,1,3,4,67.22569865437174
177,179,2,2,3,65.42418675245979
181,182,1,1,2,64.18630787446865
184,185,1,20,1,63.81427079326143
193,259,66,16,20,253.4296902122773
