start_frame,end_frame,num_frames,hole_number,previous_hole,distance
0,1,1,8,-1,0.0
3,6,3,6,8,139.89665077852126
8,9,1,5,6,70.07437112823196
12,13,1,4,5,68.90593420791504
15,16,1,3,4,67.18884121131458
18,19,1,2,3,65.41475013134507
22,36,14,1,2,64.27120795486135
40,269,229,20,1,63.23442087150936
281,297,16,20,20,0.0
303,333,30,1,20,63.23442087150936
339,341,2,2,1,64.27120795486135
344,346,2,3,2,65.41475013134507
348,350,2,4,3,67.18884121131458
352,353,1,5,4,68.90593420791504
355,371,16,6,5,70.07437112823196
385,386,1,6,6,0.0
390,400,10,7,6,70.77393853120564
401,408,7,7,7,0.0
409,410,1,7,7,0.0
424,430,6,8,7,70.73218280294324
433,440,7,9,8,70.12513947263166
445,450,5,10,9,69.73573945420954
454,457,3,11,10,69.72614984222592
458,470,12,11,11,0.0
489,491,2,11,11,0.0
496,498,2,12,11,70.41983042401439
501,545,44,12,12,0.0
