start_frame,end_frame,num_frames,hole_number,previous_hole,distance
27,29,2,7,-1,0.0
32,34,2,6,7,70.85281265769845
35,36,1,6,6,0.0
40,46,6,5,6,70.14001577812397
49,54,5,4,5,69.05657421641018
58,66,8,3,4,67.21534390498852
69,73,4,2,3,65.51099290319405
75,76,1,1,2,64.24236227713196
87,101,14,2,1,64.24236227713196
110,114,4,3,2,65.51099290319405
119,137,18,4,3,67.21534390498852
142,144,2,5,4,69.05657421641018
151,152,1,6,5,70.14001577812397
159,176,17,6,6,0.0
177,178,1,6,6,0.0
180,189,9,6,6,0.0
194,203,9,5,6,70.14001577812397
207,209,2,4,5,69.05657421641018
212,214,2,3,4,67.21534390498852
217,219,2,2,3,65.51099290319405
222,224,2,1,2,64.24236227713196
228,232,4,20,1,63.813079644675966
235,273,38,19,20,64.40355719328848
278,281,3,18,19,66.13293795132243
284,305,21,17,18,68.22184716961267
310,320,10,16,17,70.0853259702405
321,402,81,16,16,0.0
