start_frame,end_frame,num_frames,hole_number,previous_hole,distance
15,16,1,18,-1,0.0
17,20,3,17,18,68.32625624720274
23,28,5,16,17,70.30357249463522
42,49,7,15,16,71.99575832318929
58,66,8,16,15,71.99575832318929
71,80,9,17,16,70.30357249463522
97,98,1,17,17,0.0
100,108,8,17,17,0.0
113,118,5,16,17,70.30357249463522
125,128,3,15,16,71.99575832318929
132,144,12,14,15,72.50908343074485
147,154,7,13,14,73.91820443010025
157,169,12,12,13,70.47868664396886
206,277,71,11,12,70.38830170939214
278,280,2,11,11,0.0
281,293,12,11,11,0.0
294,307,13,11,11,0.0
319,327,8,12,11,70.38830170939214
328,329,1,12,12,0.0
335,342,7,13,12,70.47868664396886
344,347,3,13,13,0.0
357,360,3,13,13,0.0
361,364,3,13,13,0.0
368,396,28,13,13,0.0
408,411,3,13,13,0.0
413,417,4,13,13,0.0
425,427,2,13,13,0.0
434,437,3,12,13,70.47868664396886
443,472,29,11,12,70.38830170939214
478,600,122,10,11,69.67036780124714
617,620,3,10,10,0.0
