start_frame,end_frame,num_frames,hole_number,previous_hole,distance
27,31,4,8,-1,0.0
37,39,2,7,8,70.65775830583374
44,50,6,6,7,70.7087390460252
72,76,4,7,6,70.7087390460252
80,81,1,7,7,0.0
82,84,2,7,7,0.0
85,86,1,7,7,0.0
87,88,1,7,7,0.0
99,102,3,7,7,0.0
110,122,12,7,7,0.0
141,143,2,8,7,70.65775830583374
149,155,6,9,8,70.12297239258594
156,157,1,9,9,0.0
172,173,1,10,9,69.77273868730215
212,224,12,17,10,404.01166720722375
227,231,4,18,17,68.23843644305067
248,250,2,18,18,0.0
251,254,3,18,18,0.0
269,273,4,19,18,66.16993008036114
297,299,2,19,19,0.0
305,313,8,20,19,64.3545361926434
314,316,2,20,20,0.0
329,331,2,1,20,63.89666177766959
334,345,11,1,1,0.0
353,369,16,2,1,63.63850890605299
373,456,83,2,2,0.0
461,496,35,2,2,0.0
