start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,11,6,12,-1,0.0
15,19,4,13,12,70.47811106467529
25,26,1,15,13,144.74852952207732
30,32,2,16,15,72.01495788619579
34,36,2,17,16,70.3558542459072
39,43,4,18,17,68.29419835869795
47,51,4,19,18,66.13706301385135
55,64,9,20,19,64.45071879314646
65,66,1,20,20,0.0
72,80,8,1,20,63.79118834877884
84,86,2,2,1,64.1860905378991
87,98,11,2,2,0.0
102,105,3,3,2,65.51022500546738
109,112,3,4,3,67.15174855529516
115,119,4,5,4,68.8871590946909
122,125,3,6,5,70.15818213319251
128,130,2,7,6,70.75434081347946
138,139,1,8,7,70.69838801943509
142,144,2,9,8,70.14228771781642
146,147,1,10,9,69.72613526374356
156,158,2,11,10,69.7380144514742
160,170,10,11,11,0.0
174,185,11,12,11,70.78695889491759
186,187,1,12,12,0.0
188,189,1,12,12,0.0
210,226,16,12,12,0.0
233,259,26,11,12,70.78695889491759
263,267,4,12,11,70.78695889491759
272,274,2,13,12,70.47811106467529
286,287,1,14,13,73.8452645176826
290,293,3,15,14,72.51481025464676
296,298,2,16,15,72.01495788619579
319,325,6,17,16,70.3558542459072
330,337,7,18,17,68.29419835869795
359,361,2,20,18,128.94263736266066
380,382,2,1,20,63.79118834877884
401,465,64,2,1,64.1860905378991
471,478,7,3,2,65.51022500546738
484,488,4,4,3,67.15174855529516
493,509,16,5,4,68.8871590946909
516,527,11,5,5,0.0
532,539,7,4,5,68.8871590946909
544,550,6,3,4,67.15174855529516
552,569,17,3,3,0.0
570,571,1,3,3,0.0
574,575,1,3,3,0.0
580,591,11,2,3,65.51022500546738
598,609,11,1,2,64.1860905378991
614,633,19,20,1,63.79118834877884
644,645,1,19,20,64.45071879314646
699,700,1,6,19,381.0982158637469
706,707,1,7,6,70.75434081347946
711,712,1,8,7,70.69838801943509
715,720,5,9,8,70.14228771781642
722,740,18,10,9,69.72613526374356
755,758,3,11,10,69.7380144514742
773,774,1,11,11,0.0
779,783,4,12,11,70.78695889491759
790,794,4,12,12,0.0
806,820,14,12,12,0.0
821,824,3,12,12,0.0
841,842,1,12,12,0.0
