start_frame,end_frame,num_frames,hole_number,previous_hole,distance
18,20,2,13,-1,0.0
23,24,1,14,13,73.82800711479186
32,33,1,16,14,142.91725479998902
38,39,1,17,16,70.34321908311593
49,52,3,19,17,132.854822678597
54,55,1,20,19,64.36976717802351
58,59,1,1,20,63.81060860049027
61,62,1,2,1,64.21196732883183
65,66,1,3,2,65.39343949633066
94,97,3,7,3,262.6559458556755
109,116,7,8,7,70.71289731568815
118,123,5,9,8,70.0980671933294
126,127,1,10,9,69.73710210245565
130,140,10,11,10,69.71302951466873
146,150,4,12,11,70.48355201306738
163,164,1,12,12,0.0
