start_frame,end_frame,num_frames,hole_number,previous_hole,distance
4,6,2,19,-1,0.0
7,8,1,19,19,0.0
11,14,3,18,19,66.0647453642106
16,17,1,17,18,68.32533622061146
18,20,2,16,17,70.31342067570222
23,24,1,15,16,72.03134391286193
26,32,6,15,15,0.0
35,42,7,15,15,0.0
51,53,2,13,15,144.6931771621144
57,71,14,13,13,0.0
77,84,7,14,13,73.75511518622358
87,88,1,15,14,72.57059658987517
93,99,6,16,15,72.03134391286193
103,113,10,17,16,70.31342067570222
116,118,2,18,17,68.32533622061146
123,132,9,19,18,66.0647453642106
136,143,7,20,19,64.42139095936062
158,163,5,1,20,63.80724986848493
165,171,6,1,1,0.0
175,183,8,2,1,64.17402797225147
185,186,1,2,2,0.0
188,198,10,2,2,0.0
203,204,1,1,2,64.17402797225147
210,211,1,19,1,126.5659580184184
213,214,1,18,19,66.0647453642106
216,218,2,17,18,68.32533622061146
220,223,3,16,17,70.31342067570222
249,252,3,16,16,0.0
256,259,3,15,16,72.03134391286193
263,270,7,14,15,72.57059658987517
277,279,2,13,14,73.75511518622358
280,283,3,12,13,70.64499270183894
286,287,1,12,12,0.0
307,314,7,11,12,70.46465372248367
405,408,3,20,11,451.04599526226775
435,457,22,18,20,128.8415983748988
467,481,14,19,18,66.0647453642106
502,504,2,18,19,66.0647453642106
507,510,3,17,18,68.32533622061146
513,516,3,16,17,70.31342067570222
543,551,8,15,16,72.03134391286193
552,554,2,15,15,0.0
565,571,6,15,15,0.0
