start_frame,end_frame,num_frames,hole_number,previous_hole,distance
8,10,2,10,-1,0.0
11,13,2,9,10,69.71688830646634
14,18,4,10,9,69.71688830646634
19,22,3,11,10,69.7273415359085
28,33,5,14,11,206.65211770629773
35,36,1,15,14,72.5346877869099
38,39,1,16,15,72.0303564510654
41,43,2,17,16,70.32772226269684
44,46,2,18,17,68.36901821842889
47,48,1,19,18,66.1160730731683
52,53,1,1,19,126.56185126861766
56,142,86,3,1,127.4026145309856
153,162,9,3,3,0.0
163,174,11,3,3,0.0
178,181,3,4,3,67.60935833945452
181,182,1,5,4,68.93026832868593
198,199,1,6,5,70.1535200527212
201,203,2,7,6,70.72973376266972
214,252,38,8,7,70.61098941367558
