start_frame,end_frame,num_frames,hole_number,previous_hole,distance
38,39,1,9,-1,0.0
40,68,28,9,9,0.0
92,110,18,9,9,0.0
119,142,23,9,9,0.0
149,181,32,10,9,69.68077403028049
185,190,5,9,10,69.68077403028049
218,222,4,7,9,139.12768715377365
248,254,6,6,7,70.61639048488333
265,271,6,7,6,70.61639048488333
305,326,21,7,7,0.0
337,351,14,6,7,70.61639048488333
360,380,20,6,6,0.0
398,421,23,7,6,70.61639048488333
422,429,7,7,7,0.0
448,452,4,6,7,70.61639048488333
458,467,9,5,6,70.1862168453594
474,479,5,4,5,68.86751416983135
483,498,15,4,4,0.0
514,520,6,5,4,68.86751416983135
591,625,34,7,5,139.2976878624787
629,641,12,7,7,0.0
652,658,6,6,7,70.61639048488333
686,687,1,7,6,70.61639048488333
712,713,1,7,7,0.0
715,733,18,7,7,0.0
741,752,11,7,7,0.0
773,774,1,9,7,139.12768715377365
854,856,2,9,9,0.0
886,907,21,9,9,0.0
916,940,24,9,9,0.0
952,957,5,10,9,69.68077403028049
959,960,1,10,10,0.0
962,963,1,10,10,0.0
966,977,11,10,10,0.0
991,1000,9,10,10,0.0
1032,1035,3,11,10,69.73093367818224
1061,1064,3,11,11,0.0
1070,1086,16,11,11,0.0
1088,1090,2,11,11,0.0
1095,1111,16,11,11,0.0
1115,1136,21,11,11,0.0
1144,1149,5,10,11,69.73093367818224
1161,1181,20,10,10,0.0
1190,1194,4,11,10,69.73093367818224
1195,1208,13,11,11,0.0
1225,1244,19,9,11,137.30069161838944
1248,1291,43,8,9,70.17382110131831
1313,1323,10,8,8,0.0
