start_frame,end_frame,num_frames,hole_number,previous_hole,distance
21,22,1,16,-1,0.0
25,26,1,15,16,72.03670169402328
27,38,11,15,15,0.0
61,73,12,16,15,72.03670169402328
74,75,1,16,16,0.0
76,77,1,16,16,0.0
88,92,4,16,16,0.0
104,108,4,16,16,0.0
111,118,7,16,16,0.0
124,126,2,16,16,0.0
127,132,5,16,16,0.0
136,146,10,17,16,70.36041629690173
171,173,2,18,17,68.29113631472077
174,176,2,18,18,0.0
177,184,7,18,18,0.0
185,195,10,18,18,0.0
201,216,15,18,18,0.0
232,236,4,18,18,0.0
242,253,11,19,18,66.10964698780043
291,305,14,20,19,64.45230590574128
326,340,14,2,20,126.30932364446797
344,348,4,3,2,65.38845930720571
352,361,9,3,3,0.0
369,389,20,4,3,67.17020275249816
396,418,22,5,4,68.84239102056921
425,434,9,5,5,0.0
440,450,10,6,5,70.18660418747575
453,476,23,7,6,70.72924817417938
482,484,2,8,7,70.74723252691139
488,499,11,9,8,70.11736987832055
501,502,1,9,9,0.0
506,523,17,10,9,69.67230480168064
525,535,10,10,10,0.0
540,567,27,10,10,0.0
579,592,13,11,10,69.7956747939495
599,611,12,12,11,70.47845449293678
615,617,2,12,12,0.0
619,621,2,12,12,0.0
647,648,1,12,12,0.0
654,685,31,12,12,0.0
