start_frame,end_frame,num_frames,hole_number,previous_hole,distance
3,4,1,12,-1,0.0
11,12,1,12,12,0.0
20,23,3,12,12,0.0
27,29,2,12,12,0.0
36,38,2,12,12,0.0
41,50,9,13,12,70.5046084242703
96,104,8,6,13,388.7472474954128
107,114,7,5,6,70.1211122530776
117,119,2,4,5,68.90740399631204
120,121,1,3,4,67.17896930401854
121,125,4,2,3,65.43963900130039
128,134,6,1,2,64.1747157792656
135,136,1,1,1,0.0
170,175,5,19,1,126.55078890371034
177,180,3,18,19,66.14995577202355
181,185,4,18,18,0.0
186,191,5,17,18,68.303659727716
195,199,4,16,17,70.35883100582821
202,204,2,15,16,72.02359898498621
207,210,3,14,15,72.49217554047704
213,218,5,13,14,73.71798674786561
221,225,4,12,13,70.5046084242703
229,230,1,12,12,0.0
237,251,14,12,12,0.0
257,274,17,12,12,0.0
