start_frame,end_frame,num_frames,hole_number,previous_hole,distance
32,67,35,11,-1,0.0
71,118,47,12,11,70.37612255255709
119,124,5,12,12,0.0
125,126,1,12,12,0.0
146,151,5,13,12,70.49910646579085
178,180,2,8,13,310.9416044450065
182,184,2,9,8,70.16105606472097
186,187,1,10,9,69.7265053756948
197,203,6,12,10,137.96786209633265
224,225,1,8,12,259.3843760237431
228,230,2,7,8,70.74166208891253
238,247,9,6,7,70.76837738789932
250,253,3,5,6,70.17836932983472
271,274,3,19,5,340.38508790353626
287,293,6,18,19,66.19542673105298
299,302,3,18,18,0.0
311,312,1,14,18,267.73990747774894
318,320,2,12,14,142.10584185189748
323,324,1,11,12,70.37612255255709
325,333,8,11,11,0.0
347,348,1,8,11,201.4666605721148
458,459,1,17,8,433.9020902470645
462,463,1,18,17,68.25864643271814
468,470,2,19,18,66.19542673105298
472,475,3,20,19,64.39731773339399
503,509,6,9,20,445.7643095567774
515,516,1,9,9,0.0
522,523,1,9,9,0.0
541,543,2,9,9,0.0
553,560,7,8,9,70.16105606472097
565,575,10,8,8,0.0
576,582,6,8,8,0.0
