start_frame,end_frame,num_frames,hole_number,previous_hole,distance
25,32,7,15,-1,0.0
40,44,4,14,15,72.52588812460033
46,66,20,14,14,0.0
71,73,2,14,14,0.0
79,86,7,14,14,0.0
90,96,6,15,14,72.52588812460033
99,108,9,16,15,71.99412343752223
112,118,6,17,16,70.37990965881919
124,136,12,17,17,0.0
137,150,13,17,17,0.0
165,172,7,16,17,70.37990965881919
178,189,11,16,16,0.0
194,196,2,17,16,70.37990965881919
215,218,3,19,17,132.83761007822548
219,228,9,19,19,0.0
245,277,32,20,19,64.30094529189749
282,284,2,19,20,64.30094529189749
301,304,3,18,19,66.14783225721742
307,309,2,17,18,68.27638859930263
311,313,2,16,17,70.37990965881919
316,324,8,15,16,71.99412343752223
331,333,2,14,15,72.52588812460033
346,352,6,13,14,73.47851675849114
353,369,16,13,13,0.0
372,383,11,13,13,0.0
391,395,4,12,13,70.80802196870252
402,409,7,12,12,0.0
413,415,2,12,12,0.0
416,417,1,12,12,0.0
427,429,2,12,12,0.0
