start_frame,end_frame,num_frames,hole_number,previous_hole,distance
3,4,1,7,-1,0.0
6,9,3,8,7,70.74364333692081
10,12,2,9,8,70.03566167629565
22,23,1,10,9,69.71079322614975
24,25,1,9,10,69.71079322614975
26,28,2,8,9,70.03566167629565
38,43,5,8,8,0.0
45,48,3,7,8,70.74364333692081
50,52,2,6,7,70.67451822399157
67,68,1,1,6,306.8824897061316
70,72,2,20,1,63.84469840991922
84,85,1,17,20,192.3929716299513
88,89,1,16,17,70.32492382232437
99,100,1,12,16,271.5300627958084
111,136,25,11,12,70.4001444513948
138,142,4,10,11,69.74460644074304
144,146,2,9,10,69.71079322614975
149,155,6,8,9,70.03566167629565
220,221,1,8,8,0.0
443,452,9,8,8,0.0
457,459,2,7,8,70.74364333692081
460,470,10,7,7,0.0
473,499,26,6,7,70.67451822399157
501,504,3,6,6,0.0
518,524,6,9,6,204.7279808852067
528,532,4,9,9,0.0
533,534,1,9,9,0.0
544,546,2,9,9,0.0
556,559,3,8,9,70.03566167629565
