start_frame,end_frame,num_frames,hole_number,previous_hole,distance
10,12,2,19,-1,0.0
14,17,3,18,19,66.13898491281287
22,24,2,17,18,68.27028627085929
27,28,1,16,17,70.38008152170104
44,53,9,12,16,271.16485951652567
57,62,5,12,12,0.0
72,86,14,12,12,0.0
91,98,7,12,12,0.0
203,208,5,12,12,0.0
216,222,6,13,12,70.35313386640917
233,236,3,15,13,144.69132642779687
248,250,2,18,15,204.50987137683825
254,262,8,19,18,66.13898491281287
274,282,8,20,19,64.4443473062276
283,288,5,20,20,0.0
292,293,1,1,20,63.57246289950466
295,307,12,1,1,0.0
308,309,1,1,1,0.0
312,326,14,1,1,0.0
334,336,2,1,1,0.0
337,348,11,1,1,0.0
349,364,15,1,1,0.0
388,410,22,1,1,0.0
411,504,93,1,1,0.0
505,509,4,1,1,0.0
510,513,3,1,1,0.0
529,539,10,1,1,0.0
549,551,2,1,1,0.0
561,563,2,1,1,0.0
568,569,1,1,1,0.0
570,593,23,1,1,0.0
607,608,1,20,1,63.57246289950466
625,633,8,20,20,0.0
638,639,1,19,20,64.4443473062276
642,644,2,18,19,66.13898491281287
648,660,12,17,18,68.27028627085929
667,668,1,15,17,140.85297263609883
674,675,1,13,15,144.69132642779687
680,690,10,12,13,70.35313386640917
696,705,9,11,12,70.60509025635844
711,722,11,10,11,69.73369271104785
723,724,1,10,10,0.0
732,738,6,10,10,0.0
743,754,11,9,10,69.72290480193415
755,756,1,9,9,0.0
760,771,11,9,9,0.0
794,801,7,11,9,137.34345509565057
805,808,3,12,11,70.60509025635844
809,810,1,12,12,0.0
813,822,9,12,12,0.0
823,824,1,12,12,0.0
825,885,60,12,12,0.0
