start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,8,3,13,-1,0.0
9,18,9,13,13,0.0
23,120,97,14,13,73.56447527410477
126,137,11,14,14,0.0
145,151,6,13,14,73.56447527410477
152,153,1,13,13,0.0
157,186,29,12,13,70.47776110577435
192,208,16,11,12,70.44933845263566
219,223,4,7,11,260.9120444423049
224,236,12,7,7,0.0
240,252,12,5,7,139.36970373866913
255,265,10,4,5,68.92387164071103
267,271,4,3,4,67.20915241974456
272,280,8,1,3,128.04973257420292
282,283,1,20,1,63.82442900740202
285,286,1,19,20,64.431866468345
289,306,17,17,19,132.78409265384238
308,320,12,16,17,70.12267965250315
323,325,2,16,16,0.0
329,332,3,16,16,0.0
341,342,1,16,16,0.0
