start_frame,end_frame,num_frames,hole_number,previous_hole,distance
64,67,3,19,-1,0.0
69,71,2,18,19,66.09064642076135
72,74,2,17,18,68.30316797047811
76,81,5,16,17,70.34269921198064
84,86,2,15,16,72.03007232707819
90,91,1,16,15,72.03007232707819
95,97,2,17,16,70.34269921198064
100,101,1,18,17,68.30316797047811
102,103,1,19,18,66.09064642076135
104,107,3,20,19,64.45963203921578
120,123,3,1,20,63.73089366044585
124,126,2,2,1,64.22529824800715
133,137,4,3,2,65.36581695907667
140,149,9,4,3,67.17911351075425
153,158,5,5,4,68.87720237429681
169,175,6,7,5,139.32244790840076
183,185,2,8,7,70.6450198703465
204,208,4,8,8,0.0
262,276,14,19,8,437.6409916051408
278,281,3,18,19,66.09064642076135
283,284,1,17,18,68.30316797047811
285,286,1,17,17,0.0
303,304,1,16,17,70.34269921198064
314,316,2,15,16,72.03007232707819
318,327,9,14,15,72.51261174210494
329,335,6,14,14,0.0
339,341,2,13,14,73.75111441652331
343,347,4,12,13,70.69301994217611
348,351,3,12,12,0.0
354,360,6,11,12,70.46150079002635
368,371,3,10,11,69.71321353160776
378,380,2,9,10,69.68857567795351
386,387,1,9,9,0.0
416,422,6,2,9,403.32493593339177
424,426,2,1,2,64.22529824800715
427,429,2,20,1,63.73089366044585
432,433,1,19,20,64.45963203921578
436,438,2,18,19,66.09064642076135
440,441,1,17,18,68.30316797047811
446,448,2,16,17,70.34269921198064
452,458,6,15,16,72.03007232707819
468,474,6,13,15,144.64705987491445
496,502,6,13,13,0.0
