start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,7,2,19,-1,0.0
8,9,1,18,19,66.1155647963427
11,15,4,17,18,68.29865873851082
17,20,3,16,17,70.35582595449223
23,26,3,15,16,71.90784613945158
30,34,4,14,15,72.53823149752162
38,39,1,13,14,73.70986021521409
64,66,2,9,13,260.42533289033366
70,71,1,8,9,70.15110858034649
85,86,1,3,8,318.8851422861796
89,92,3,2,3,65.42461201852194
94,96,2,1,2,64.19823856531207
102,103,1,18,1,187.7501588001642
105,106,1,17,18,68.29865873851082
108,109,1,16,17,70.35582595449223
111,114,3,16,16,0.0
118,122,4,15,16,71.90784613945158
125,133,8,14,15,72.53823149752162
141,151,10,16,14,142.8358084042945
156,162,6,17,16,70.35582595449223
171,173,2,16,17,70.35582595449223
175,178,3,15,16,71.90784613945158
186,196,10,16,15,71.90784613945158
232,236,4,12,16,271.3531811999869
238,241,3,11,12,70.41037816514677
243,244,1,10,11,69.71980148563091
245,248,3,10,10,0.0
250,252,2,9,10,69.73204470860261
257,258,1,7,9,139.0617682823509
263,266,3,6,7,70.79718181585069
269,292,23,5,6,70.10979593715436
294,295,1,4,5,68.94766305656518
296,297,1,3,4,67.1964682790787
297,300,3,2,3,65.42461201852194
303,304,1,1,2,64.19823856531207
318,319,1,16,1,301.3570533021314
322,328,6,15,16,71.90784613945158
334,338,4,14,15,72.53823149752162
344,352,8,12,14,142.10390675643728
354,359,5,11,12,70.41037816514677
361,362,1,10,11,69.71980148563091
363,370,7,10,10,0.0
372,374,2,9,10,69.73204470860261
376,382,6,8,9,70.15110858034649
414,416,2,16,8,416.7140141091651
425,431,6,15,16,71.90784613945158
437,447,10,16,15,71.90784613945158
464,466,2,15,16,71.90784613945158
469,472,3,14,15,72.53823149752162
474,478,4,13,14,73.70986021521409
479,482,3,12,13,70.6595354877624
484,486,2,11,12,70.41037816514677
489,494,5,11,11,0.0
515,517,2,10,11,69.71980148563091
519,520,1,9,10,69.73204470860261
522,524,2,8,9,70.15110858034649
525,526,1,7,8,70.70858221746055
531,534,3,6,7,70.79718181585069
541,547,6,4,6,137.634623432055
551,552,1,2,4,131.11645008016424
553,555,2,1,2,64.19823856531207
556,558,2,20,1,63.80062600515832
560,561,1,19,20,64.44346633373465
568,570,2,17,19,132.82126994914643
574,578,4,16,17,70.35582595449223
581,582,1,15,16,71.90784613945158
592,596,4,15,15,0.0
598,599,1,14,15,72.53823149752162
601,602,1,13,14,73.70986021521409
605,610,5,12,13,70.6595354877624
