start_frame,end_frame,num_frames,hole_number,previous_hole,distance
9,10,1,14,-1,0.0
13,14,1,13,14,73.68833955949982
17,22,5,12,13,70.68669151358083
28,29,1,11,12,70.38398936635906
33,39,6,11,11,0.0
43,46,3,10,11,69.76830744687197
75,86,11,12,10,137.9883691422304
90,111,21,11,12,70.38398936635906
118,123,5,11,11,0.0
125,140,15,12,11,70.38398936635906
141,148,7,12,12,0.0
150,158,8,12,12,0.0
162,176,14,13,12,70.68669151358083
180,186,6,12,13,70.68669151358083
194,217,23,12,12,0.0
234,248,14,12,12,0.0
252,270,18,12,12,0.0
322,334,12,15,12,209.3297279264812
359,363,4,16,15,72.03559640393824
408,409,1,17,16,70.34180027482469
418,420,2,18,17,68.2970375928676
440,442,2,18,18,0.0
445,461,16,18,18,0.0
470,481,11,19,18,66.1524513890306
497,510,13,18,19,66.1524513890306
518,520,2,17,18,68.2970375928676
525,528,3,16,17,70.34180027482469
530,532,2,15,16,72.03559640393824
535,545,10,14,15,72.51780355446655
550,559,9,13,14,73.68833955949982
562,569,7,12,13,70.68669151358083
570,583,13,12,12,0.0
586,588,2,12,12,0.0
613,620,7,11,12,70.38398936635906
625,627,2,10,11,69.76830744687197
632,634,2,9,10,69.7261201992034
