start_frame,end_frame,num_frames,hole_number,previous_hole,distance
3,5,2,16,-1,0.0
10,37,27,17,16,70.30923860329338
41,46,5,18,17,68.29376676698445
47,48,1,18,18,0.0
51,68,17,18,18,0.0
74,97,23,19,18,66.14596325836948
100,102,2,18,19,66.14596325836948
105,106,1,17,18,68.29376676698445
109,114,5,16,17,70.30923860329338
116,118,2,15,16,72.01059046632979
122,132,10,14,15,72.47670494750162
147,149,2,12,14,142.03971101044365
151,164,13,12,12,0.0
170,175,5,12,12,0.0
178,217,39,12,12,0.0
236,361,125,11,12,70.36486558640588
371,413,42,10,11,69.77869556718578
416,419,3,9,10,69.73546239795544
423,426,3,8,9,70.15306458864752
429,432,3,7,8,70.69905743393515
436,439,3,6,7,70.81130463470646
442,453,11,5,6,70.15677681411965
456,459,3,4,5,68.9124168165906
462,463,1,3,4,67.23186147713815
466,469,3,2,3,65.43450878938495
471,474,3,1,2,64.19976792345798
477,478,1,20,1,63.77866935196442
485,487,2,19,20,64.4566100243411
489,490,1,18,19,66.14596325836948
492,495,3,17,18,68.29376676698445
497,502,5,16,17,70.30923860329338
505,506,1,15,16,72.01059046632979
519,520,1,14,15,72.47670494750162
534,535,1,12,14,142.03971101044365
552,562,10,10,12,137.98323599280934
566,568,2,9,10,69.73546239795544
573,575,2,8,9,70.15306458864752
578,583,5,7,8,70.69905743393515
587,589,2,6,7,70.81130463470646
598,600,2,5,6,70.15677681411965
638,640,2,4,5,68.9124168165906
