start_frame,end_frame,num_frames,hole_number,previous_hole,distance
29,30,1,2,-1,0.0
31,41,10,2,2,0.0
45,48,3,3,2,65.7401289005966
49,55,6,3,3,0.0
57,65,8,4,3,67.24762963442693
68,81,13,5,4,68.92349103129077
101,109,8,6,5,70.1924061614823
118,120,2,7,6,70.73903803727953
162,163,1,7,7,0.0
167,168,1,8,7,70.74457174514014
192,202,10,8,8,0.0
224,225,1,11,8,201.51527149090109
248,251,3,15,11,268.35515408676804
252,258,6,15,15,0.0
266,268,2,16,15,71.98686407377984
270,272,2,17,16,70.31180795379984
277,278,1,19,17,132.80316397480823
286,328,42,2,19,185.78170939005395
