start_frame,end_frame,num_frames,hole_number,previous_hole,distance
24,26,2,1,-1,0.0
30,46,16,2,1,64.11773620816204
53,55,2,1,2,64.11773620816204
57,60,3,20,1,63.80726530253052
64,65,1,19,20,64.47419262181236
68,71,3,19,19,0.0
74,77,3,18,19,66.10718171296263
84,98,14,17,18,68.28744836211217
103,117,14,16,17,69.95395408249034
120,129,9,16,16,0.0
131,146,15,16,16,0.0
149,150,1,16,16,0.0
155,158,3,15,16,72.56290965128014
174,178,4,14,15,72.40605193818288
186,199,13,14,14,0.0
204,215,11,15,14,72.40605193818288
217,219,2,15,15,0.0
220,226,6,15,15,0.0
231,288,57,16,15,72.56290965128014
289,348,59,16,16,0.0
