start_frame,end_frame,num_frames,hole_number,previous_hole,distance
14,18,4,3,-1,0.0
21,26,5,2,3,65.36982284896696
29,31,2,2,2,0.0
35,41,6,3,2,65.36982284896696
44,47,3,4,3,67.26315592907716
50,53,3,5,4,68.92788362725751
64,68,4,6,5,70.16691257681686
70,74,4,6,6,0.0
84,86,2,3,6,200.62446002299384
89,93,4,2,3,65.36982284896696
94,100,6,2,2,0.0
104,105,1,1,2,64.21435763218768
106,108,2,1,1,0.0
110,111,1,20,1,63.81676785799453
127,376,249,19,20,64.269083078064
381,386,5,18,19,66.38453618810058
392,395,3,17,18,68.22843942902631
397,405,8,17,17,0.0
422,425,3,16,17,70.33323776139972
427,428,1,16,16,0.0
435,437,2,15,16,71.90992171689602
438,448,10,15,15,0.0
453,458,5,14,15,72.4690687585907
459,522,63,14,14,0.0
548,551,3,13,14,73.67335935880494
554,557,3,12,13,70.69187103430029
560,562,2,11,12,70.44755934894486
572,577,5,10,11,69.72221103597049
584,589,5,9,10,69.79805984157501
591,603,12,8,9,70.15026788385234
605,613,8,7,8,70.74765494782716
619,627,8,6,7,70.76400549382944
