start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,48,43,9,-1,0.0
53,64,11,9,9,0.0
77,91,14,9,9,0.0
98,104,6,10,9,69.77155531346618
105,107,2,12,10,138.01365876462614
111,112,1,13,12,70.50844318811848
115,123,8,14,13,73.94062520248626
214,219,5,14,14,0.0
222,223,1,14,14,0.0
293,294,1,18,14,267.5921281586297
301,302,1,19,18,66.12932321945803
321,350,29,1,19,126.46492999806752
362,367,5,20,1,63.72759523491519
370,375,5,19,20,64.41285556481806
376,381,5,19,19,0.0
384,387,3,18,19,66.12932321945803
392,401,9,17,18,68.15122219639797
403,423,20,17,17,0.0
425,431,6,17,17,0.0
434,486,52,16,17,70.46102460444023
