start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,14,9,17,-1,0.0
19,27,8,18,17,68.20992925242228
32,52,20,19,18,66.09371194331813
66,79,13,20,19,64.41641035117802
84,90,6,1,20,63.78266939971395
94,119,25,2,1,64.08635733450997
133,153,20,3,2,65.46778376215214
156,166,10,4,3,67.16643174852548
172,176,4,5,4,68.88345888016285
179,180,1,6,5,70.1085033078188
181,186,5,6,6,0.0
190,195,5,7,6,70.69717681094463
200,211,11,8,7,70.65147056690273
220,222,2,9,8,70.11642171969046
233,248,15,9,9,0.0
262,265,3,11,9,137.35912948655368
266,269,3,11,11,0.0
275,281,6,12,11,70.42411975330478
284,287,3,13,12,70.42821589921029
290,363,73,14,13,73.92668774527108
370,376,6,15,14,72.53855710824809
388,436,48,16,15,71.97398352824476
442,531,89,16,16,0.0
