start_frame,end_frame,num_frames,hole_number,previous_hole,distance
10,12,2,2,-1,0.0
13,15,2,1,2,64.19415095578981
17,20,3,20,1,63.825106017562526
21,24,3,19,20,64.36739737077764
27,28,1,18,19,66.16847620362643
30,31,1,17,18,68.30826384927477
34,36,2,16,17,70.32185979116028
39,48,9,15,16,72.03093057510426
52,63,11,14,15,72.53467020147558
67,74,7,13,14,73.67670702576996
77,95,18,12,13,70.689319236468
98,102,4,11,12,70.47180764202929
105,124,19,10,11,69.44674019957144
126,137,11,10,10,0.0
139,604,465,10,10,0.0
