start_frame,end_frame,num_frames,hole_number,previous_hole,distance
3,8,5,20,-1,0.0
10,12,2,1,20,63.69474971393814
14,54,40,20,1,63.69474971393814
57,68,11,19,20,64.47979711532841
69,70,1,18,19,66.18029026534242
73,74,1,17,18,68.27501660515225
92,99,7,13,17,272.81245835269743
102,112,10,12,13,70.12316922028728
113,118,5,12,12,0.0
122,124,2,11,12,70.74810036007396
127,132,5,10,11,69.72856721743653
133,138,5,10,10,0.0
140,148,8,9,10,69.72674130519171
151,154,3,8,9,70.14203940808237
157,161,4,7,8,70.698376391475
164,165,1,6,7,70.76889990600255
170,178,8,5,6,70.11270071334812
180,192,12,4,5,68.89699069412983
193,199,6,3,4,67.1999077535645
201,204,3,2,3,65.40302632970229
208,209,1,2,2,0.0
211,216,5,1,2,64.20650506439496
228,232,4,20,1,63.69474971393814
235,241,6,19,20,64.47979711532841
246,252,6,17,19,132.86924260385476
259,269,10,16,17,70.33921106829698
272,276,4,15,16,72.01025090239271
282,284,2,14,15,72.53050334973365
287,292,5,13,14,73.67757648615755
296,361,65,12,13,70.12316922028728
