start_frame,end_frame,num_frames,hole_number,previous_hole,distance
114,173,59,10,-1,0.0
178,190,12,9,10,69.70096020103112
191,198,7,9,9,0.0
199,210,11,9,9,0.0
220,226,6,10,9,69.70096020103112
245,256,11,10,10,0.0
261,265,4,9,10,69.70096020103112
281,298,17,7,9,138.98825126319994
302,322,20,6,7,70.63930211143855
342,375,33,6,6,0.0
379,385,6,7,6,70.63930211143855
392,402,10,8,7,70.63106662313295
405,409,4,9,8,70.17086535671274
410,420,10,9,9,0.0
432,433,1,10,9,69.70096020103112
438,439,1,11,10,69.70386143944093
454,462,8,11,11,0.0
500,516,16,1,11,454.8546078770256
518,526,8,2,1,63.84440553876187
527,542,15,2,2,0.0
543,545,2,2,2,0.0
550,589,39,2,2,0.0
