start_frame,end_frame,num_frames,hole_number,previous_hole,distance
2,3,1,20,-1,0.0
4,8,4,1,20,63.77617692336395
9,10,1,2,1,64.18864377761923
12,15,3,2,2,0.0
17,19,2,3,2,65.44458866540779
20,25,5,4,3,67.20206039760122
27,30,3,5,4,68.92352050148874
36,37,1,6,5,70.16852099014159
39,42,3,7,6,70.78117269846537
44,46,2,8,7,70.725108326625
48,50,2,9,8,70.1396515247638
52,53,1,10,9,69.72846259264492
55,60,5,11,10,69.73824556518116
62,66,4,12,11,70.4219419552596
68,74,6,13,12,70.66513052307752
76,79,3,14,13,73.66667551501793
83,87,4,15,14,72.47316180161677
90,108,18,16,15,72.542618361887
109,137,28,16,16,0.0
