start_frame,end_frame,num_frames,hole_number,previous_hole,distance
29,33,4,19,-1,0.0
37,39,2,18,19,66.12742966750568
42,44,2,17,18,68.37885557267191
47,78,31,16,17,70.14602502423266
94,131,37,17,16,70.14602502423266
133,134,1,17,17,0.0
136,150,14,17,17,0.0
160,161,1,16,17,70.14602502423266
166,172,6,15,16,72.1093032874852
176,183,7,14,15,72.46698603332793
199,203,4,13,14,73.57569818847247
204,225,21,13,13,0.0
230,248,18,12,13,70.79576642654064
250,268,18,12,12,0.0
270,279,9,12,12,0.0
285,319,34,12,12,0.0
