start_frame,end_frame,num_frames,hole_number,previous_hole,distance
23,56,33,16,-1,0.0
62,69,7,16,16,0.0
74,114,40,17,16,70.27879957960691
120,126,6,16,17,70.27879957960691
129,145,16,15,16,71.99707095513875
183,185,2,15,15,0.0
236,239,3,2,15,382.6004565298389
244,246,2,1,2,64.09212035176091
247,277,30,1,1,0.0
281,284,3,1,1,0.0
288,325,37,1,1,0.0
339,340,1,19,1,126.65870717677836
345,346,1,17,19,132.84292903029885
349,355,6,16,17,70.27879957960691
357,359,2,15,16,71.99707095513875
365,379,14,14,15,72.4802733321101
380,404,24,14,14,0.0
442,447,5,7,14,386.6889533824873
448,451,3,7,7,0.0
457,481,24,7,7,0.0
489,504,15,8,7,70.67004909467985
508,509,1,8,8,0.0
512,527,15,8,8,0.0
528,529,1,8,8,0.0
538,554,16,7,8,70.67004909467985
578,588,10,16,7,426.003394611181
593,596,3,16,16,0.0
605,609,4,16,16,0.0
611,620,9,16,16,0.0
623,627,4,17,16,70.27879957960691
637,640,3,17,17,0.0
