start_frame,end_frame,num_frames,hole_number,previous_hole,distance
25,26,1,14,-1,0.0
28,29,1,15,14,72.50674590549318
31,32,1,16,15,72.0219852688198
35,37,2,17,16,70.35963596000958
39,40,1,18,17,68.2804506052488
41,42,1,19,18,66.14752035806438
44,45,1,20,19,64.42425877207864
47,48,1,1,20,63.77136984413239
57,59,2,2,1,64.18214375410564
61,63,2,3,2,65.39130455163397
65,67,2,4,3,67.21077327190035
69,70,1,5,4,68.88923126256682
80,81,1,6,5,70.10516557675015
84,85,1,7,6,70.76949915295403
90,92,2,9,7,138.95711633082064
94,96,2,10,9,69.77605372665057
99,109,10,11,10,69.72479577508301
115,119,4,12,11,70.56187187788791
120,124,4,12,12,0.0
