start_frame,end_frame,num_frames,hole_number,previous_hole,distance
44,48,4,12,-1,0.0
52,56,4,11,12,70.49394168957936
73,74,1,7,11,260.86965850272946
77,80,3,8,7,70.7096752192563
91,101,10,8,8,0.0
124,132,8,5,8,205.3895280939348
135,139,4,4,5,68.88791868755143
146,157,11,2,4,131.0965771033087
160,162,2,1,2,64.19723252240993
164,193,29,20,1,63.77572803597872
196,200,4,19,20,64.40872872449191
201,211,10,18,19,66.14479721142757
214,220,6,17,18,68.28326758158178
222,230,8,16,17,70.36425117398677
233,244,11,15,16,72.02235075209686
248,255,7,15,15,0.0
263,266,3,14,15,72.4709744548204
270,274,4,13,14,73.78941007929721
278,289,11,12,13,70.59657640636664
294,296,2,11,12,70.49394168957936
319,323,4,7,11,260.86965850272946
536,546,10,7,7,0.0
552,553,1,6,7,70.71285863605205
625,643,18,14,6,410.2467512724477
866,880,14,15,14,72.4709744548204
901,913,12,17,15,140.82587897648472
918,929,11,18,17,68.28326758158178
946,949,3,18,18,0.0
952,953,1,19,18,66.14479721142757
956,958,2,20,19,64.40872872449191
968,974,6,20,20,0.0
976,982,6,1,20,63.77572803597872
984,990,6,2,1,64.19723252240993
994,997,3,3,2,65.38494669251976
1040,1043,3,15,3,405.4816467927755
1046,1066,20,14,15,72.4709744548204
1067,1076,9,14,14,0.0
1079,1088,9,13,14,73.78941007929721
1091,1100,9,12,13,70.59657640636664
1102,1106,4,12,12,0.0
1111,1114,3,12,12,0.0
1116,1117,1,12,12,0.0
