start_frame,end_frame,num_frames,hole_number,previous_hole,distance
10,15,5,2,-1,0.0
17,21,4,1,2,64.23501619468946
30,31,1,3,1,128.15170602913025
33,34,1,4,3,67.30626388308468
39,45,6,6,4,137.73693485427867
51,54,3,7,6,70.79391273831487
57,58,1,8,7,70.71149785720749
60,63,3,9,8,70.11532630995802
65,69,4,10,9,69.68391987418471
70,75,5,10,10,0.0
76,77,1,10,10,0.0
82,84,2,11,10,69.69000645587536
89,91,2,12,11,70.47146813277348
95,98,3,12,12,0.0
103,130,27,13,12,70.48775537611917
136,206,70,14,13,73.50909434770128
208,209,1,14,14,0.0
228,234,6,14,14,0.0
241,242,1,15,14,72.96609404121973
249,265,16,16,15,72.12733699744162
267,285,18,16,16,0.0
