start_frame,end_frame,num_frames,hole_number,previous_hole,distance
13,16,3,20,-1,0.0
24,28,4,1,20,63.82732319229744
32,33,1,20,1,63.82732319229744
46,48,2,19,20,64.42348040382946
64,68,4,18,19,66.1408134567593
73,74,1,18,18,0.0
113,117,4,15,18,204.45863248477613
120,121,1,14,15,72.55062323458026
129,130,1,13,14,73.76582843786525
157,159,2,11,13,139.2683929483621
166,167,1,11,11,0.0
169,171,2,10,11,69.7283769757467
180,182,2,8,10,137.91705077166293
185,187,2,7,8,70.66460344759153
189,192,3,6,7,70.71065684083648
196,197,1,5,6,70.08924685900702
201,202,1,4,5,68.91387537881252
213,215,2,3,4,67.16108726799595
219,235,16,2,3,65.63629389311625
