start_frame,end_frame,num_frames,hole_number,previous_hole,distance
65,68,3,18,-1,0.0
69,94,25,18,18,0.0
102,110,8,18,18,0.0
114,129,15,19,18,66.15660968323397
161,175,14,1,19,126.53743104861276
179,188,9,20,1,63.78425026880777
205,218,13,20,20,0.0
261,280,19,1,20,63.78425026880777
356,370,14,20,1,63.78425026880777
383,391,8,18,20,128.95383632852824
397,407,10,17,18,68.20769288746753
440,451,11,9,17,424.9056456448437
456,476,20,8,9,70.12161109251622
510,519,9,9,8,70.12161109251622
613,627,14,17,9,424.9056456448437
635,648,13,18,17,68.20769288746753
678,689,11,18,18,0.0
767,771,4,17,18,68.20769288746753
772,773,1,17,17,0.0
776,783,7,17,17,0.0
800,808,8,18,17,68.20769288746753
812,825,13,18,18,0.0
912,923,11,17,18,68.20769288746753
952,966,14,11,17,370.873700686145
971,980,9,11,11,0.0
985,997,12,12,11,70.43965420895228
998,1003,5,12,12,0.0
1004,1005,1,12,12,0.0
1011,1013,2,13,12,70.66394893994018
1014,1021,7,13,13,0.0
1037,1052,15,12,13,70.66394893994018
1067,1084,17,13,12,70.66394893994018
1104,1106,2,12,13,70.66394893994018
1107,1121,14,12,12,0.0
1189,1194,5,14,12,142.01865366979607
1199,1200,1,15,14,72.49043872451912
1222,1229,7,15,15,0.0
1299,1307,8,19,15,261.36894415800083
1310,1312,2,20,19,64.43565294799012
1363,1364,1,20,20,0.0
