start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,77,72,5,-1,0.0
85,97,12,4,5,69.0214491123715
100,101,1,3,4,67.19260569749036
106,111,5,3,3,0.0
114,122,8,2,3,65.39428522596347
126,130,4,1,2,64.24604954194704
143,181,38,20,1,63.67178222248816
190,239,49,19,20,64.45844878162669
246,249,3,18,19,66.18873213012385
250,256,6,18,18,0.0
259,267,8,17,18,68.30095510325371
273,278,5,16,17,70.37975511906662
282,285,3,15,16,72.02780995280015
288,291,3,14,15,72.52495012359378
295,303,8,13,14,73.73021030714833
310,351,41,12,13,70.6260775493459
354,355,1,12,12,0.0
360,361,1,12,12,0.0
