start_frame,end_frame,num_frames,hole_number,previous_hole,distance
17,35,18,2,-1,0.0
41,47,6,2,2,0.0
50,57,7,2,2,0.0
60,62,2,1,2,64.220219165483
65,78,13,2,1,64.220219165483
85,109,24,2,2,0.0
118,122,4,4,2,131.05879051349882
133,157,24,6,4,137.5833674798757
159,167,8,6,6,0.0
256,260,4,17,6,419.91555608851024
284,286,2,16,17,70.31429498594788
311,314,3,16,16,0.0
361,381,20,2,16,341.58261202925445
388,390,2,1,2,64.220219165483
392,399,7,1,1,0.0
412,425,13,2,1,64.220219165483
429,431,2,3,2,65.34407730164303
450,504,54,2,3,65.34407730164303
505,536,31,2,2,0.0
599,603,4,9,2,403.3457997662205
616,641,25,9,9,0.0
643,653,10,9,9,0.0
656,661,5,10,9,69.80080531233327
