start_frame,end_frame,num_frames,hole_number,previous_hole,distance
19,21,2,5,-1,0.0
23,25,2,4,5,68.88475796551668
27,28,1,3,4,67.19258874375588
29,33,4,2,3,65.38927540892237
37,38,1,1,2,64.18699572196722
40,48,8,1,1,0.0
51,54,3,20,1,63.77819672957161
55,59,4,20,20,0.0
63,72,9,19,20,64.41862346483146
75,77,2,18,19,66.1563211810002
81,82,1,17,18,68.29808634731232
85,86,1,16,17,70.35923411330783
98,116,18,12,16,271.28542263992307
118,124,6,12,12,0.0
158,160,2,13,12,70.34384088582388
164,180,16,12,13,70.34384088582388
