start_frame,end_frame,num_frames,hole_number,previous_hole,distance
15,18,3,5,-1,0.0
19,20,1,4,5,68.92054767721109
21,22,1,3,4,67.20982074455662
24,27,3,2,3,65.39264768844883
28,30,2,1,2,64.2095584219604
32,45,13,20,1,63.774396661636125
52,57,5,19,20,64.50971875608172
66,75,9,19,19,0.0
76,82,6,19,19,0.0
105,109,4,18,19,66.02741428478119
112,131,19,17,18,68.20238063889565
150,152,2,16,17,70.4601297589604
155,157,2,15,16,72.0381144620939
159,161,2,14,15,72.48486299719517
168,189,21,13,14,73.68547643330075
193,204,11,12,13,70.49304629469474
207,214,7,12,12,0.0
219,221,2,12,12,0.0
222,292,70,12,12,0.0
