start_frame,end_frame,num_frames,hole_number,previous_hole,distance
13,14,1,17,-1,0.0
17,24,7,18,17,68.20492436053244
26,29,3,19,18,66.11594019203268
31,33,2,20,19,64.4291723864329
35,37,2,1,20,63.80923166431706
47,52,5,2,1,64.22810645167604
86,89,3,3,2,65.31211811300507
92,97,5,4,3,67.22074918121112
100,102,2,5,4,68.92934405787703
107,109,2,7,5,139.38445309459564
113,115,2,8,7,70.71233243864364
121,122,1,10,8,137.98511769329542
126,129,3,11,10,69.69505031265193
133,135,2,12,11,70.43418700116874
142,144,2,13,12,70.4928233089153
152,159,7,15,13,144.65982961616504
161,169,8,15,15,0.0
173,208,35,16,15,72.34051171124874
209,210,1,16,16,0.0
211,313,102,16,16,0.0
