start_frame,end_frame,num_frames,hole_number,previous_hole,distance
13,16,3,8,-1,0.0
17,19,2,7,8,70.71567799183272
22,24,2,6,7,70.77400773548783
26,29,3,5,6,70.13874026661878
32,34,2,4,5,68.90769236072042
36,38,2,3,4,67.19017854531242
39,42,3,2,3,65.41894541224113
44,54,10,1,2,64.20044759322204
58,64,6,20,1,63.776221438296616
68,72,4,19,20,64.4402441141917
75,77,2,18,19,66.15195133179697
84,95,11,16,18,137.06358786285907
100,106,6,15,16,72.05395673257138
110,162,52,14,15,72.30630508277092
164,166,2,14,14,0.0
167,172,5,14,14,0.0
174,180,6,14,14,0.0
210,216,6,14,14,0.0
218,234,16,14,14,0.0
238,239,1,13,14,73.93270959243321
250,286,36,12,13,70.51793939643585
287,288,1,12,12,0.0
294,295,1,12,12,0.0
301,302,1,12,12,0.0
304,310,6,12,12,0.0
311,312,1,12,12,0.0
317,323,6,12,12,0.0
326,340,14,12,12,0.0
341,343,2,12,12,0.0
345,348,3,12,12,0.0
354,361,7,12,12,0.0
362,365,3,12,12,0.0
