start_frame,end_frame,num_frames,hole_number,previous_hole,distance
6,7,1,19,-1,0.0
12,14,2,20,19,64.40809145921354
16,17,1,1,20,63.81875779535078
19,24,5,2,1,64.20381718556074
31,32,1,3,2,65.41572786148492
33,36,3,4,3,67.21106540146613
38,42,4,5,4,68.9116632288742
45,48,3,6,5,70.16672882550668
53,56,3,8,6,139.9204074682273
58,59,1,9,8,70.13866797824437
60,61,1,10,9,69.72602300291622
62,67,5,11,10,69.72744935047392
70,76,6,12,11,70.43779775890876
77,80,3,12,12,0.0
82,83,1,13,12,70.60583895207668
84,109,25,14,13,73.73223584232025
114,124,10,15,14,72.54461450740567
127,142,15,16,15,72.12841220227362
143,148,5,16,16,0.0
152,208,56,16,16,0.0
