start_frame,end_frame,num_frames,hole_number,previous_hole,distance
7,15,8,9,-1,0.0
19,33,14,8,9,76.2135457755665
38,79,41,8,8,0.0
86,109,23,8,8,0.0
117,138,21,7,8,63.78204747073645
139,143,4,7,7,0.0
153,156,3,6,7,70.79348352540589
161,166,5,5,6,70.17120174100275
169,183,14,5,5,0.0
190,200,10,4,5,68.94473595174036
204,208,4,3,4,67.22089107606442
213,215,2,2,3,65.3955618970208
217,219,2,1,2,64.21693184632899
222,223,1,20,1,63.83940305568306
225,226,1,19,20,64.40223609314316
229,231,2,18,19,66.19957725721925
234,235,1,17,18,68.27664182912318
237,239,2,16,17,70.31305410342468
244,245,1,14,16,142.90123090028703
250,252,2,12,14,142.10742304545602
257,258,1,11,12,70.4055571534468
262,264,2,10,11,69.73313561075135
266,271,5,9,10,69.73320824608038
274,275,1,9,9,0.0
276,293,17,8,9,76.2135457755665
296,332,36,8,8,0.0
338,339,1,7,8,63.78204747073645
345,351,6,8,7,63.78204747073645
353,354,1,8,8,0.0
364,365,1,8,8,0.0
367,368,1,8,8,0.0
370,371,1,8,8,0.0
384,389,5,8,8,0.0
395,396,1,8,8,0.0
401,402,1,8,8,0.0
407,409,2,8,8,0.0
414,416,2,8,8,0.0
419,420,1,8,8,0.0
421,424,3,8,8,0.0
425,432,7,8,8,0.0
456,457,1,8,8,0.0
463,466,3,8,8,0.0
470,471,1,8,8,0.0
472,474,2,8,8,0.0
507,519,12,8,8,0.0
521,522,1,8,8,0.0
523,531,8,8,8,0.0
542,544,2,8,8,0.0
567,601,34,8,8,0.0
610,611,1,8,8,0.0
699,701,2,7,8,63.78204747073645
702,712,10,7,7,0.0
718,740,22,8,7,63.78204747073645
753,770,17,8,8,0.0
782,783,1,8,8,0.0
795,815,20,8,8,0.0
816,818,2,8,8,0.0
819,871,52,8,8,0.0
884,1044,160,8,8,0.0
1050,1061,11,8,8,0.0
1071,1073,2,8,8,0.0
1103,1107,4,8,8,0.0
1115,1162,47,8,8,0.0
1180,1183,3,8,8,0.0
1246,1250,4,8,8,0.0
