start_frame,end_frame,num_frames,hole_number,previous_hole,distance
1,2,1,14,-1,0.0
7,9,2,16,14,142.9227088875962
11,13,2,17,16,70.35440206039428
14,24,10,18,17,68.27001879466368
29,43,14,19,18,66.1522573554945
47,84,37,20,19,64.37356051971292
91,93,2,1,20,63.88185530574734
94,109,15,1,1,0.0
111,118,7,1,1,0.0
122,127,5,2,1,64.25079435465612
128,130,2,2,2,0.0
132,147,15,3,2,65.37251144210008
150,152,2,4,3,67.24998386909506
155,159,4,5,4,68.9072723360496
162,169,7,6,5,70.12452851406441
172,178,6,7,6,70.75468271653124
182,183,1,8,7,70.6965449722528
185,186,1,9,8,70.12472752180409
187,188,1,9,9,0.0
190,191,1,10,9,69.7297439335381
192,194,2,10,10,0.0
196,199,3,11,10,69.7341075602773
203,209,6,12,11,70.42457001610035
212,218,6,12,12,0.0
219,220,1,12,12,0.0
224,226,2,12,12,0.0
