start_frame,end_frame,num_frames,hole_number,previous_hole,distance
11,13,2,10,-1,0.0
16,17,1,11,10,69.7509659770147
18,19,1,11,11,0.0
22,27,5,12,11,70.40217046003191
36,41,5,12,12,0.0
48,56,8,12,12,0.0
62,65,3,13,12,70.53939892960427
70,78,8,14,13,73.986909089231
81,85,4,15,14,72.5401723934189
86,95,9,15,15,0.0
99,104,5,16,15,72.04789654264232
107,114,7,16,16,0.0
123,126,3,14,16,142.97531018634768
129,133,4,13,14,73.986909089231
135,139,4,12,13,70.53939892960427
140,148,8,12,12,0.0
152,154,2,11,12,70.40217046003191
156,158,2,10,11,69.7509659770147
162,164,2,9,10,69.71945988660978
166,170,4,9,9,0.0
173,175,2,8,9,70.13820462752943
179,187,8,7,8,70.71511722484661
191,195,4,6,7,70.67912890125218
204,208,4,5,6,70.11583896727022
210,214,4,5,5,0.0
218,225,7,4,5,68.91914665875503
230,232,2,3,4,67.22705970358129
236,240,4,2,3,65.39787236877572
248,254,6,1,2,64.19832044167497
259,263,4,20,1,63.81524012022566
272,275,3,19,20,64.44170134654257
281,284,3,18,19,66.18270363299143
288,289,1,17,18,68.25327456501043
303,305,2,16,17,70.37037552309678
321,322,1,15,16,72.04789654264232
342,343,1,11,15,268.48664789901426
348,351,3,10,11,69.7509659770147
369,371,2,8,10,137.85898143750464
472,476,4,6,8,139.80431612106804
481,489,8,5,6,70.11583896727022
492,498,6,5,5,0.0
511,514,3,2,5,195.7054058833255
520,521,1,1,2,64.19832044167497
525,533,8,20,1,63.81524012022566
537,540,3,19,20,64.44170134654257
561,569,8,17,19,132.8497439497019
580,593,13,17,17,0.0
600,606,6,17,17,0.0
611,613,2,16,17,70.37037552309678
621,623,2,15,16,72.04789654264232
