start_frame,end_frame,num_frames,hole_number,previous_hole,distance
2,3,1,7,-1,0.0
6,8,2,6,7,70.76514353650445
10,11,1,5,6,70.11472359321615
13,14,1,4,5,68.89597372955504
15,18,3,3,4,67.2022998179244
21,23,2,2,3,65.40699293269421
24,33,9,1,2,64.1882467314135
35,46,11,20,1,63.75447421019224
50,51,1,19,20,64.40060351889079
53,63,10,19,19,0.0
66,74,8,18,19,66.15987802554004
76,79,3,17,18,68.31162247340342
82,84,2,16,17,70.34935110142268
87,89,2,15,16,72.03439963528665
92,96,4,14,15,72.51018056256927
100,113,13,13,14,73.48599530124386
117,125,8,12,13,70.7663784048586
129,151,22,12,12,0.0
158,160,2,12,12,0.0
167,169,2,12,12,0.0
170,183,13,12,12,0.0
