start_frame,end_frame,num_frames,hole_number,previous_hole,distance
11,19,8,5,-1,0.0
23,35,12,4,5,68.80689893796367
37,38,1,3,4,67.23138797305705
39,40,1,2,3,65.36015196752173
42,43,1,1,2,64.22564937248472
46,63,17,20,1,63.72576188900764
67,70,3,19,20,64.47294009103904
73,74,1,18,19,66.11251090593755
76,79,3,17,18,68.30644487718665
83,87,4,16,17,70.44795559104189
99,103,4,16,16,0.0
104,111,7,16,16,0.0
116,122,6,16,16,0.0
128,132,4,15,16,71.95855488007334
137,142,5,14,15,72.51673874522342
145,146,1,13,14,73.84954793079706
154,158,4,12,13,70.2149459855366
159,170,11,12,12,0.0
171,193,22,12,12,0.0
194,207,13,12,12,0.0
214,231,17,12,12,0.0
