start_frame,end_frame,num_frames,hole_number,previous_hole,distance
33,35,2,20,-1,0.0
38,41,3,19,20,64.41097824238399
45,49,4,18,19,66.11996897242776
53,60,7,17,18,68.26350150073546
63,68,5,16,17,70.33905401963496
72,77,5,15,16,71.93623662898057
80,81,1,14,15,72.56180904675635
85,87,2,13,14,73.72243765437061
89,95,6,13,13,0.0
98,108,10,12,13,70.66555394188327
110,112,2,12,12,0.0
115,117,2,11,12,70.43644352122753
122,123,1,10,11,69.7231998960784
133,134,1,10,10,0.0
137,138,1,9,10,69.78645043314273
155,156,1,8,9,70.11733378151352
165,166,1,7,8,70.69058455105336
172,173,1,7,7,0.0
174,175,1,7,7,0.0
177,182,5,6,7,70.64589338739854
189,190,1,5,6,70.1181727541041
192,194,2,4,5,68.86810006005568
196,202,6,3,4,67.2141937012212
206,278,72,2,3,65.4503501677346
