start_frame,end_frame,num_frames,hole_number,previous_hole,distance
35,36,1,12,-1,0.0
45,54,9,11,12,70.4268746531112
56,66,10,10,11,69.71480939153244
70,74,4,9,10,69.7806321782322
84,90,6,9,9,0.0
91,92,1,9,9,0.0
113,121,8,3,9,366.3621811138974
126,128,2,3,3,0.0
128,151,23,2,3,65.47435232172418
155,165,10,2,2,0.0
169,172,3,1,2,64.2948608313867
176,185,9,20,1,63.80274211335917
204,208,4,20,20,0.0
217,224,7,18,20,128.9466602775212
227,231,4,18,18,0.0
239,244,5,16,18,137.06575538424585
247,255,8,15,16,71.98973934205927
282,285,3,7,15,410.9188617034262
302,314,12,6,7,70.6996132050289
317,324,7,5,6,70.1615161445349
328,329,1,4,5,68.87008791228197
334,342,8,3,4,67.17480082939954
353,404,51,2,3,65.47435232172418
