start_frame,end_frame,num_frames,hole_number,previous_hole,distance
1,2,1,14,-1,0.0
7,10,3,12,14,142.10420626808923
11,12,1,11,12,70.42347572870995
14,15,1,10,11,69.7256089615469
16,17,1,9,10,69.72922892307298
18,19,1,8,9,70.14406990109205
20,21,1,7,8,70.68795986574304
23,36,13,6,7,70.68159051474558
38,40,2,5,6,70.24342392172389
41,42,1,4,5,68.93519501599381
43,44,1,3,4,67.19435699579077
45,47,2,2,3,65.43782822858837
48,49,1,1,2,64.19266609773284
52,53,1,19,1,126.54959449897432
54,55,1,18,19,66.13219552666304
56,59,3,17,18,68.26617704768793
61,102,41,16,17,69.74454068989448
