start_frame,end_frame,num_frames,hole_number,previous_hole,distance
24,34,10,18,-1,0.0
38,42,4,19,18,66.15175404088174
45,58,13,20,19,64.37748454187273
61,62,1,1,20,63.83227168784321
66,69,3,1,1,0.0
85,91,6,2,1,64.17849545826739
92,97,5,2,2,0.0
100,102,2,3,2,65.43583487892558
104,107,3,4,3,67.21246902930223
139,142,3,4,4,0.0
146,150,4,3,4,67.21246902930223
154,156,2,2,3,65.43583487892558
162,165,3,1,2,64.17849545826739
177,178,1,20,1,63.83227168784321
186,188,2,19,20,64.37748454187273
189,194,5,19,19,0.0
204,211,7,18,19,66.15175404088174
212,213,1,18,18,0.0
217,218,1,17,18,68.26643960586185
223,231,8,17,17,0.0
249,255,6,16,17,70.35980746085446
257,261,4,16,16,0.0
268,270,2,15,16,72.06209717163655
273,277,4,14,15,72.54078437772637
279,282,3,14,14,0.0
287,309,22,13,14,73.66253515295207
314,333,19,12,13,70.63790866982731
