start_frame,end_frame,num_frames,hole_number,previous_hole,distance
62,63,1,3,-1,0.0
66,79,13,2,3,65.35348736871919
82,86,4,2,2,0.0
88,99,11,2,2,0.0
100,106,6,2,2,0.0
114,117,3,2,2,0.0
130,131,1,1,2,64.28502494055684
152,162,10,20,1,63.79685160650519
188,192,4,2,20,126.41773957816208
267,274,7,7,2,314.0165063220115
291,293,2,8,7,70.69370069590015
332,333,1,11,8,201.455370326364
342,343,1,12,11,70.48361294642736
348,350,2,12,12,0.0
361,363,2,13,12,70.71614753852148
369,370,1,14,13,73.69003026352138
382,383,1,15,14,72.53111826609742
391,394,3,16,15,71.98052904236143
402,405,3,17,16,70.30765785779349
417,419,2,18,17,68.23118281289761
424,425,1,19,18,66.13405756258618
461,485,24,2,19,185.88489177818505
489,498,9,2,2,0.0
527,528,1,4,2,131.09395704229794
567,570,3,3,4,67.22417441032974
574,608,34,2,3,65.35348736871919
614,618,4,1,2,64.28502494055684
622,632,10,20,1,63.79685160650519
653,661,8,1,20,63.79685160650519
665,671,6,1,1,0.0
