start_frame,end_frame,num_frames,hole_number,previous_hole,distance
14,20,6,2,-1,0.0
24,25,1,2,2,0.0
27,28,1,3,2,65.47844800458459
45,47,2,11,3,428.4153083574565
49,58,9,12,11,70.90006485199757
59,66,7,12,12,0.0
69,79,10,13,12,70.59032737455992
82,107,25,12,13,70.59032737455992
113,114,1,13,12,70.59032737455992
116,132,16,14,13,73.41926704108347
135,145,10,15,14,72.46177700122584
157,173,16,14,15,72.46177700122584
177,193,16,13,14,73.41926704108347
194,208,14,13,13,0.0
213,233,20,12,13,70.59032737455992
237,238,1,12,12,0.0
239,252,13,12,12,0.0
253,254,1,12,12,0.0
256,295,39,12,12,0.0
