start_frame,end_frame,num_frames,hole_number,previous_hole,distance
41,46,5,7,-1,0.0
51,63,12,6,7,70.68204319516272
67,74,7,5,6,70.11356128703862
90,101,11,5,5,0.0
107,108,1,4,5,68.92797491367516
111,113,2,3,4,67.19889539425104
114,140,26,2,3,65.65532570407632
145,146,1,2,2,0.0
152,156,4,1,2,64.154757302372
165,168,3,20,1,63.80956920667835
179,187,8,20,20,0.0
190,193,3,19,20,64.40123000375134
208,221,13,19,19,0.0
248,249,1,1,19,126.54081257636943
270,272,2,2,1,64.154757302372
302,321,19,2,2,0.0
322,329,7,2,2,0.0
335,337,2,3,2,65.65532570407632
341,343,2,4,3,67.19889539425104
351,357,6,5,4,68.92797491367516
359,360,1,6,5,70.11356128703862
366,367,1,6,6,0.0
369,372,3,7,6,70.68204319516272
373,382,9,7,7,0.0
385,386,1,8,7,70.69738322172283
408,414,6,8,8,0.0
417,421,4,9,8,70.13083705134468
427,429,2,10,9,69.80841988491916
431,432,1,11,10,69.72349734658967
439,443,4,12,11,70.41403454592526
447,450,3,13,12,70.67585940117661
451,455,4,13,13,0.0
457,461,4,13,13,0.0
466,471,5,14,13,73.69268250861003
474,481,7,15,14,72.50534851269032
483,489,6,15,15,0.0
497,498,1,14,15,72.50534851269032
499,503,4,14,14,0.0
525,529,4,19,14,318.8703154453259
569,570,1,20,19,64.40123000375134
577,593,16,20,20,0.0
595,604,9,1,20,63.80956920667835
608,712,104,2,1,64.154757302372
