start_frame,end_frame,num_frames,hole_number,previous_hole,distance
1,3,2,13,-1,0.0
4,9,5,12,13,70.42158268537388
12,14,2,11,12,70.45785462458467
17,23,6,10,11,69.71476520753234
26,31,5,9,10,69.70485880621051
35,36,1,10,9,69.70485880621051
38,45,7,11,10,69.71476520753234
49,53,4,12,11,70.45785462458467
61,65,4,13,12,70.42158268537388
67,71,4,13,13,0.0
75,80,5,14,13,74.21505217476742
81,87,6,15,14,72.52852640604355
90,97,7,16,15,72.0543430329868
99,114,15,17,16,70.32735259459429
116,122,6,18,17,68.30742982252615
125,141,16,19,18,66.12924747845494
143,146,3,19,19,0.0
149,156,7,20,19,64.42661920120378
159,167,8,1,20,63.83684980162147
170,181,11,2,1,64.17445705436023
184,236,52,3,2,65.25953146860974
240,267,27,4,3,67.29455968577814
268,276,8,4,4,0.0
280,285,5,5,4,69.01087761767101
289,294,5,6,5,70.13073641525133
297,298,1,7,6,70.72476330586665
302,345,43,8,7,70.57715342808228
