start_frame,end_frame,num_frames,hole_number,previous_hole,distance
19,23,4,12,-1,0.0
25,27,2,11,12,70.38979030240856
29,30,1,11,11,0.0
37,41,4,11,11,0.0
42,47,5,12,11,70.38979030240856
56,58,2,12,12,0.0
61,62,1,11,12,70.38979030240856
66,69,3,12,11,70.38979030240856
70,74,4,12,12,0.0
78,92,14,13,12,70.67899273153735
95,97,2,14,13,73.62996975547048
102,103,1,15,14,72.44600171151546
146,150,4,12,15,209.21954293263252
152,153,1,11,12,70.38979030240856
161,169,8,11,11,0.0
179,200,21,12,11,70.38979030240856
202,205,3,12,12,0.0
212,213,1,13,12,70.67899273153735
214,219,5,13,13,0.0
226,227,1,14,13,73.62996975547048
255,264,9,18,14,267.71301848852096
275,278,3,18,18,0.0
302,306,4,19,18,66.05838265606526
317,334,17,19,19,0.0
341,344,3,19,19,0.0
366,367,1,19,19,0.0
375,376,1,19,19,0.0
580,581,1,18,19,66.05838265606526
586,588,2,17,18,68.29054045789103
590,594,4,16,17,70.33318401236691
597,598,1,15,16,72.02581790724876
604,606,2,13,15,144.45202609939977
608,612,4,12,13,70.67899273153735
615,619,4,11,12,70.38979030240856
631,632,1,11,11,0.0
635,637,2,10,11,69.7563137493719
